ประทับเวลา,AccX ,AccY,AccZ,GyrX,GyrY,GyrZ,Temperature
"12/1/2023, 15:33:38",,,,-474,,,
"12/1/2023, 15:33:38",,,,,,58,
"12/1/2023, 15:33:38",,284,,,,,
"12/1/2023, 15:33:38",,,,,,,32.81
"12/1/2023, 15:33:38",580,,,,,,
"12/1/2023, 15:33:39",636,,,,,,
"12/1/2023, 15:33:39",,,,-507,,,
"12/1/2023, 15:33:39",,,,,-55,,
"12/1/2023, 15:33:39",,,,,,46,
"12/1/2023, 15:33:39",,,,,,,32.86
"12/1/2023, 15:33:40",,,19920,,,,
"12/1/2023, 15:33:40",,352,,,,,
"12/1/2023, 15:33:40",,,,-1024,,,
"12/1/2023, 15:33:40",-1304,,,,,,
"12/1/2023, 15:33:40",,700,,,,,
"12/1/2023, 15:33:40",,,,,,10,
"12/1/2023, 15:33:40",,,,,-1426,,
"12/1/2023, 15:33:40",,,20564,,,,
"12/1/2023, 15:33:40",,,,,,,32.95
"12/1/2023, 15:33:41",,,,,,,32.91
"12/1/2023, 15:33:41",-14396,,,,,,
"12/1/2023, 15:33:41",,,,,,321,
"12/1/2023, 15:33:41",,,,-695,,,
"12/1/2023, 15:33:41",,428,,,,,
"12/1/2023, 15:33:41",,,,,9506,,
"12/1/2023, 15:33:41",,,9552,,,,
"12/1/2023, 15:33:42",,,,,-271,,
"12/1/2023, 15:33:42",,216,,,,,
"12/1/2023, 15:33:42",,,,,,67,
"12/1/2023, 15:33:42",,,,,,,33
"12/1/2023, 15:33:42",,,,-486,,,
"12/1/2023, 15:33:42",,,6200,,,,
"12/1/2023, 15:33:42",-16204,,,,,,
"12/1/2023, 15:33:43",,,,,,66,
"12/1/2023, 15:33:43",,,,-490,,,
"12/1/2023, 15:33:43",,448,,,,,
"12/1/2023, 15:33:43",-15900,,,,,,
"12/1/2023, 15:33:43",,,,,,,32.91
"12/1/2023, 15:33:43",,,4408,,,,
"12/1/2023, 15:33:43",,,,,-92,,
"12/1/2023, 15:33:44",-15728,,,,,,
"12/1/2023, 15:33:44",,,,-512,,,
"12/1/2023, 15:33:44",,,,,-60,,
"12/1/2023, 15:33:44",,,4456,,,,
"12/1/2023, 15:33:44",,,,,,,33
"12/1/2023, 15:33:44",,,,,,78,
"12/1/2023, 15:33:44",,472,,,,,
"12/1/2023, 15:33:46",-16020,,,,,,
"12/1/2023, 15:33:46",,,,,,62,
"12/1/2023, 15:33:46",,404,,,,,
"12/1/2023, 15:33:46",,,,,,,32.95
"12/1/2023, 15:33:46",,,4536,,,,
"12/1/2023, 15:33:46",,,,-497,,,
"12/1/2023, 15:33:46",,,,,-79,,
"12/1/2023, 15:33:46",-15924,,,,,,
"12/1/2023, 15:33:46",,,,,,41,
"12/1/2023, 15:33:46",,468,,,,,
"12/1/2023, 15:33:46",,,,,,,32.86
"12/1/2023, 15:33:46",,,,,-76,,
"12/1/2023, 15:33:46",,,4244,,,,
"12/1/2023, 15:33:47",,,,-475,,,
"12/1/2023, 15:33:47",,,,,-19,,
"12/1/2023, 15:33:47",,,,,,,33.09
"12/1/2023, 15:33:47",,,,,,49,
"12/1/2023, 15:33:47",,,,-491,,,
"12/1/2023, 15:33:47",-15796,,,,,,
"12/1/2023, 15:33:47",,424,,,,,
"12/1/2023, 15:33:47",,,4352,,,,
"12/1/2023, 15:33:49",,,,,,50,
"12/1/2023, 15:33:49",,,,,,,33.05
"12/1/2023, 15:33:49",,,,-491,,,
"12/1/2023, 15:33:49",,,4336,,,,
"12/1/2023, 15:33:49",-15828,,,,,,
"12/1/2023, 15:33:49",,408,,,,,
"12/1/2023, 15:33:49",,,,,-61,,
"12/1/2023, 15:33:49",,,4820,,,,
"12/1/2023, 15:33:49",,376,,,,,
"12/1/2023, 15:33:49",,,,,,,33
"12/1/2023, 15:33:49",-15556,,,,,,
"12/1/2023, 15:33:49",,,,,-115,,
"12/1/2023, 15:33:49",,,,,,49,
"12/1/2023, 15:33:49",,,,-689,,,
"12/1/2023, 15:33:50",,,20200,,,,
"12/1/2023, 15:33:50",,,,,,352,
"12/1/2023, 15:33:50",,,,,-8261,,
"12/1/2023, 15:33:50",,-228,,,,,
"12/1/2023, 15:33:50",,,,,,,33
"12/1/2023, 15:33:50",-3648,,,,,,
"12/1/2023, 15:33:50",,,,-618,,,
